sku,upc,name,brand,category,subcategory,size,price,list_price,discount_percentage,currency,available,stock_quantity,image_url,product_url,store,description,unit_price,rating,reviews_count,scraped_at,last_updated
MX1001685,750900611564,Marinela Galletas Saladas 200g,Marinela,Botanas y Snacks,Galletas Saladas,200g,20.57,20.57,0,MXN,True,317,https://cdn.grocery-store.mx/products/1001685.jpg,https://www.soriana.com.mx/producto/1001685,Bodega Aurrera,Marinela Galletas Saladas 200g - Producto de alta calidad para tu hogar,20.57,4.5,325,2025-11-18T16:20:48.480090,2025-11-18T16:20:48.480090
MX1001686,750599282443,Santa Clara Leche Deslactosada 1L,Santa Clara,Lácteos,Leche Deslactosada,1L,32.61,32.61,0,MXN,False,392,https://cdn.grocery-store.mx/products/1001686.jpg,https://www.bodegaaurrera.com.mx/producto/1001686,Walmart,Santa Clara Leche Deslactosada 1L - Producto de alta calidad para tu hogar,32.61,4.7,276,2025-11-18T16:20:48.480097,2025-11-18T16:20:48.480098
MX1001687,750441781873,Aurrera Pollo Empanizado 450g,Aurrera,Congelados,Pollo Empanizado,450g,133.56,144.99,7.9,MXN,True,264,https://cdn.grocery-store.mx/products/1001687.jpg,https://www.walmart.com.mx/producto/1001687,La Comer,Aurrera Pollo Empanizado 450g - Producto de alta calidad para tu hogar,133.56,4.6,436,2025-11-18T16:20:48.480104,2025-11-18T16:20:48.480105
MX1001688,750577953398,Yakult Queso Panela 400g,Yakult,Lácteos,Queso Panela,400g,62.3,62.3,0,MXN,True,130,https://cdn.grocery-store.mx/products/1001688.jpg,https://www.soriana.com.mx/producto/1001688,Walmart,Yakult Queso Panela 400g - Producto de alta calidad para tu hogar,62.3,4.5,175,2025-11-18T16:20:48.480111,2025-11-18T16:20:48.480112
MX1001689,750846384715,Totis Chicles 12pz,Totis,Botanas y Snacks,Chicles,12pz,14.09,14.09,0,MXN,True,341,https://cdn.grocery-store.mx/products/1001689.jpg,https://www.chedraui.com.mx/producto/1001689,Comercial Mexicana,Totis Chicles 12pz - Producto de alta calidad para tu hogar,14.09,4.8,248,2025-11-18T16:20:48.480120,2025-11-18T16:20:48.480121
MX1001690,750912296105,Oscar Mayer Pechuga de Pavo 250g,Oscar Mayer,Carnes y Embutidos,Pechuga de Pavo,250g,91.63,105.69,13.3,MXN,True,172,https://cdn.grocery-store.mx/products/1001690.jpg,https://www.soriana.com.mx/producto/1001690,Soriana,Oscar Mayer Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,91.63,3.7,475,2025-11-18T16:20:48.480127,2025-11-18T16:20:48.480128
MX1001691,750883594521,Aurrera Helado 1L,Aurrera,Congelados,Helado,1L,87.72,87.72,0,MXN,True,442,https://cdn.grocery-store.mx/products/1001691.jpg,https://www.comercialmexicana.com.mx/producto/1001691,Walmart,Aurrera Helado 1L - Producto de alta calidad para tu hogar,87.72,3.8,11,2025-11-18T16:20:48.480135,2025-11-18T16:20:48.480136
MX1001692,750457322105,Electrolit Té Negro 1L,Electrolit,Bebidas,Té Negro,1L,29.75,32.43,8.3,MXN,True,442,https://cdn.grocery-store.mx/products/1001692.jpg,https://www.walmart.com.mx/producto/1001692,La Comer,Electrolit Té Negro 1L - Producto de alta calidad para tu hogar,29.75,4.0,438,2025-11-18T16:20:48.480142,2025-11-18T16:20:48.480143
MX1001693,750900194412,Maestro Limpio Limpiador Multiusos Limón 1L,Maestro Limpio,Limpieza,Limpiador Multiusos Limón,1L,38.95,45.06,13.6,MXN,True,85,https://cdn.grocery-store.mx/products/1001693.jpg,https://www.chedraui.com.mx/producto/1001693,HEB,Maestro Limpio Limpiador Multiusos Limón 1L - Producto de alta calidad para tu hogar,38.95,4.3,498,2025-11-18T16:20:48.480150,2025-11-18T16:20:48.480150
MX1001694,750530286635,Campofrio Salchicha de Pavo 500g,Campofrio,Carnes y Embutidos,Salchicha de Pavo,500g,69.91,69.91,0,MXN,True,259,https://cdn.grocery-store.mx/products/1001694.jpg,https://www.bodegaaurrera.com.mx/producto/1001694,Walmart,Campofrio Salchicha de Pavo 500g - Producto de alta calidad para tu hogar,69.91,3.9,46,2025-11-18T16:20:48.480157,2025-11-18T16:20:48.480158
MX1001695,750520771981,McCormick Aceite Vegetal 1L,McCormick,Despensa,Aceite Vegetal,1L,39.72,39.72,0,MXN,False,168,https://cdn.grocery-store.mx/products/1001695.jpg,https://www.bodegaaurrera.com.mx/producto/1001695,Comercial Mexicana,McCormick Aceite Vegetal 1L - Producto de alta calidad para tu hogar,39.72,4.5,430,2025-11-18T16:20:48.480164,2025-11-18T16:20:48.480165
MX1001696,750274523490,Barilla Frijoles Negros 580g,Barilla,Despensa,Frijoles Negros,580g,23.14,23.14,0,MXN,True,72,https://cdn.grocery-store.mx/products/1001696.jpg,https://www.lacomer.com.mx/producto/1001696,Soriana,Barilla Frijoles Negros 580g - Producto de alta calidad para tu hogar,23.14,4.3,170,2025-11-18T16:20:48.480171,2025-11-18T16:20:48.480171
MX1001697,750788552104,Oroweat Pan de Caja Blanco 680g,Oroweat,Panadería,Pan de Caja Blanco,680g,47.18,59.08,20.1,MXN,True,0,https://cdn.grocery-store.mx/products/1001697.jpg,https://www.soriana.com.mx/producto/1001697,HEB,Oroweat Pan de Caja Blanco 680g - Producto de alta calidad para tu hogar,47.18,4.5,231,2025-11-18T16:20:48.480180,2025-11-18T16:20:48.480181
MX1001698,750767386665,Fabuloso Jabón Líquido para Trastes 500ml,Fabuloso,Limpieza,Jabón Líquido para Trastes,500ml,26.34,26.34,0,MXN,True,237,https://cdn.grocery-store.mx/products/1001698.jpg,https://www.heb.com.mx/producto/1001698,Walmart,Fabuloso Jabón Líquido para Trastes 500ml - Producto de alta calidad para tu hogar,26.34,4.7,136,2025-11-18T16:20:48.480187,2025-11-18T16:20:48.480188
MX1001699,750620092995,All-Bran Corn Flakes 500g,All-Bran,Cereales,Corn Flakes,500g,73.47,73.47,0,MXN,True,424,https://cdn.grocery-store.mx/products/1001699.jpg,https://www.walmart.com.mx/producto/1001699,Comercial Mexicana,All-Bran Corn Flakes 500g - Producto de alta calidad para tu hogar,73.47,4.2,322,2025-11-18T16:20:48.480194,2025-11-18T16:20:48.480195
MX1001700,750795130643,Cheetos Papas Fritas Naturales 45g,Cheetos,Botanas y Snacks,Papas Fritas Naturales,45g,12.39,15.45,19.8,MXN,True,499,https://cdn.grocery-store.mx/products/1001700.jpg,https://www.soriana.com.mx/producto/1001700,Comercial Mexicana,Cheetos Papas Fritas Naturales 45g - Producto de alta calidad para tu hogar,12.39,4.0,71,2025-11-18T16:20:48.480203,2025-11-18T16:20:48.480204
MX1001701,750674088658,Sabritas Galletas Saladas 200g,Sabritas,Botanas y Snacks,Galletas Saladas,200g,18.83,18.83,0,MXN,True,430,https://cdn.grocery-store.mx/products/1001701.jpg,https://www.comercialmexicana.com.mx/producto/1001701,Bodega Aurrera,Sabritas Galletas Saladas 200g - Producto de alta calidad para tu hogar,18.83,4.3,172,2025-11-18T16:20:48.480211,2025-11-18T16:20:48.480212
MX1001702,750173165220,Aurrera Pizza Congelada 400g,Aurrera,Congelados,Pizza Congelada,400g,104.96,104.96,0,MXN,True,58,https://cdn.grocery-store.mx/products/1001702.jpg,https://www.walmart.com.mx/producto/1001702,HEB,Aurrera Pizza Congelada 400g - Producto de alta calidad para tu hogar,104.96,4.7,34,2025-11-18T16:20:48.480218,2025-11-18T16:20:48.480219
MX1001703,750495874901,Nivea Toallas Sanitarias 10pz,Nivea,Higiene Personal,Toallas Sanitarias,10pz,40.13,40.13,0,MXN,True,321,https://cdn.grocery-store.mx/products/1001703.jpg,https://www.comercialmexicana.com.mx/producto/1001703,Chedraui,Nivea Toallas Sanitarias 10pz - Producto de alta calidad para tu hogar,40.13,4.1,301,2025-11-18T16:20:48.480225,2025-11-18T16:20:48.480226
MX1001704,750710961957,Ciel Refresco Cola 2L,Ciel,Bebidas,Refresco Cola,2L,37.25,37.25,0,MXN,False,319,https://cdn.grocery-store.mx/products/1001704.jpg,https://www.bodegaaurrera.com.mx/producto/1001704,Chedraui,Ciel Refresco Cola 2L - Producto de alta calidad para tu hogar,37.25,4.9,333,2025-11-18T16:20:48.480232,2025-11-18T16:20:48.480233
MX1001705,750774770791,Holanda Papas a la Francesa 1kg,Holanda,Congelados,Papas a la Francesa,1kg,65.75,74.03,11.2,MXN,True,243,https://cdn.grocery-store.mx/products/1001705.jpg,https://www.comercialmexicana.com.mx/producto/1001705,Comercial Mexicana,Holanda Papas a la Francesa 1kg - Producto de alta calidad para tu hogar,65.75,4.8,223,2025-11-18T16:20:48.480242,2025-11-18T16:20:48.480243
MX1001706,750518767180,Ricolino Papas Fritas Naturales 170g,Ricolino,Botanas y Snacks,Papas Fritas Naturales,170g,38.74,38.74,0,MXN,True,0,https://cdn.grocery-store.mx/products/1001706.jpg,https://www.lacomer.com.mx/producto/1001706,La Comer,Ricolino Papas Fritas Naturales 170g - Producto de alta calidad para tu hogar,38.74,3.8,105,2025-11-18T16:20:48.480249,2025-11-18T16:20:48.480250
MX1001707,750945817246,Pantene Toallas Sanitarias 10pz,Pantene,Higiene Personal,Toallas Sanitarias,10pz,31.79,39.01,18.5,MXN,True,264,https://cdn.grocery-store.mx/products/1001707.jpg,https://www.heb.com.mx/producto/1001707,HEB,Pantene Toallas Sanitarias 10pz - Producto de alta calidad para tu hogar,31.79,5.0,292,2025-11-18T16:20:48.480257,2025-11-18T16:20:48.480257
MX1001708,750635092859,Campofrio Salchicha de Pavo 500g,Campofrio,Carnes y Embutidos,Salchicha de Pavo,500g,63.05,71.84,12.2,MXN,False,332,https://cdn.grocery-store.mx/products/1001708.jpg,https://www.lacomer.com.mx/producto/1001708,Walmart,Campofrio Salchicha de Pavo 500g - Producto de alta calidad para tu hogar,63.05,4.0,234,2025-11-18T16:20:48.480264,2025-11-18T16:20:48.480265
MX1001709,750561776692,Ace Detergente Líquido 1L,Ace,Limpieza,Detergente Líquido,1L,55.63,60.14,7.5,MXN,True,328,https://cdn.grocery-store.mx/products/1001709.jpg,https://www.chedraui.com.mx/producto/1001709,Chedraui,Ace Detergente Líquido 1L - Producto de alta calidad para tu hogar,55.63,4.9,408,2025-11-18T16:20:48.480272,2025-11-18T16:20:48.480272
MX1001710,750297957024,Zucaritas Avena Instantánea 350g,Zucaritas,Cereales,Avena Instantánea,350g,42.52,42.52,0,MXN,True,334,https://cdn.grocery-store.mx/products/1001710.jpg,https://www.walmart.com.mx/producto/1001710,Soriana,Zucaritas Avena Instantánea 350g - Producto de alta calidad para tu hogar,42.52,4.7,152,2025-11-18T16:20:48.480281,2025-11-18T16:20:48.480281
MX1001711,750400985231,Chambourcy Mantequilla 90g,Chambourcy,Lácteos,Mantequilla,90g,27.5,35.11,21.7,MXN,True,99,https://cdn.grocery-store.mx/products/1001711.jpg,https://www.walmart.com.mx/producto/1001711,Walmart,Chambourcy Mantequilla 90g - Producto de alta calidad para tu hogar,27.5,4.9,341,2025-11-18T16:20:48.480288,2025-11-18T16:20:48.480289
MX1001712,750507306533,Verde Valle Aceite Vegetal 1L,Verde Valle,Despensa,Aceite Vegetal,1L,40.66,40.66,0,MXN,True,257,https://cdn.grocery-store.mx/products/1001712.jpg,https://www.heb.com.mx/producto/1001712,HEB,Verde Valle Aceite Vegetal 1L - Producto de alta calidad para tu hogar,40.66,4.8,425,2025-11-18T16:20:48.480295,2025-11-18T16:20:48.480296
MX1001713,750758871661,Bimbo Pan Tostado 270g,Bimbo,Panadería,Pan Tostado,270g,37.27,37.27,0,MXN,True,170,https://cdn.grocery-store.mx/products/1001713.jpg,https://www.bodegaaurrera.com.mx/producto/1001713,La Comer,Bimbo Pan Tostado 270g - Producto de alta calidad para tu hogar,37.27,4.1,427,2025-11-18T16:20:48.480302,2025-11-18T16:20:48.480303
MX1001714,750764417720,McCormick Mayonesa 385g,McCormick,Despensa,Mayonesa,385g,33.4,33.4,0,MXN,True,71,https://cdn.grocery-store.mx/products/1001714.jpg,https://www.walmart.com.mx/producto/1001714,Soriana,McCormick Mayonesa 385g - Producto de alta calidad para tu hogar,33.4,3.8,460,2025-11-18T16:20:48.480309,2025-11-18T16:20:48.480310
MX1001715,750464097197,Jarritos Refresco de Manzana 355ml,Jarritos,Bebidas,Refresco de Manzana,355ml,14.06,14.06,0,MXN,True,407,https://cdn.grocery-store.mx/products/1001715.jpg,https://www.comercialmexicana.com.mx/producto/1001715,Chedraui,Jarritos Refresco de Manzana 355ml - Producto de alta calidad para tu hogar,14.06,4.4,421,2025-11-18T16:20:48.480316,2025-11-18T16:20:48.480317
MX1001716,750601575290,Bimbo Pan de Caja Integral 680g,Bimbo,Panadería,Pan de Caja Integral,680g,46.04,53.58,14.1,MXN,False,0,https://cdn.grocery-store.mx/products/1001716.jpg,https://www.comercialmexicana.com.mx/producto/1001716,Walmart,Bimbo Pan de Caja Integral 680g - Producto de alta calidad para tu hogar,46.04,4.2,28,2025-11-18T16:20:48.480323,2025-11-18T16:20:48.480324
MX1001717,750559692860,Bimbo Pan Tostado 270g,Bimbo,Panadería,Pan Tostado,270g,47.02,51.27,8.3,MXN,True,181,https://cdn.grocery-store.mx/products/1001717.jpg,https://www.heb.com.mx/producto/1001717,Chedraui,Bimbo Pan Tostado 270g - Producto de alta calidad para tu hogar,47.02,4.9,64,2025-11-18T16:20:48.480333,2025-11-18T16:20:48.480334
MX1001718,750871357451,Takis Cacahuates Japoneses 80g,Takis,Botanas y Snacks,Cacahuates Japoneses,80g,18.44,18.44,0,MXN,False,398,https://cdn.grocery-store.mx/products/1001718.jpg,https://www.comercialmexicana.com.mx/producto/1001718,Chedraui,Takis Cacahuates Japoneses 80g - Producto de alta calidad para tu hogar,18.44,4.6,331,2025-11-18T16:20:48.480342,2025-11-18T16:20:48.480342
MX1001719,750965065597,Axe Papel Higiénico 4 rollos,Axe,Higiene Personal,Papel Higiénico,4 rollos,33.81,40.36,16.2,MXN,True,278,https://cdn.grocery-store.mx/products/1001719.jpg,https://www.lacomer.com.mx/producto/1001719,Chedraui,Axe Papel Higiénico 4 rollos - Producto de alta calidad para tu hogar,33.81,3.6,59,2025-11-18T16:20:48.480349,2025-11-18T16:20:48.480350
MX1001720,750285769506,Aurrera Pollo Empanizado 450g,Aurrera,Congelados,Pollo Empanizado,450g,115.83,144.26,19.7,MXN,False,0,https://cdn.grocery-store.mx/products/1001720.jpg,https://www.lacomer.com.mx/producto/1001720,Soriana,Aurrera Pollo Empanizado 450g - Producto de alta calidad para tu hogar,115.83,3.6,142,2025-11-18T16:20:48.480357,2025-11-18T16:20:48.480357
MX1001721,750124377410,Boing Agua Natural 600ml,Boing,Bebidas,Agua Natural,600ml,9.27,9.27,0,MXN,True,134,https://cdn.grocery-store.mx/products/1001721.jpg,https://www.soriana.com.mx/producto/1001721,Soriana,Boing Agua Natural 600ml - Producto de alta calidad para tu hogar,9.27,3.7,120,2025-11-18T16:20:48.480364,2025-11-18T16:20:48.480365
MX1001722,750148208091,Oscar Mayer Pechuga de Pavo 250g,Oscar Mayer,Carnes y Embutidos,Pechuga de Pavo,250g,71.99,71.99,0,MXN,True,103,https://cdn.grocery-store.mx/products/1001722.jpg,https://www.comercialmexicana.com.mx/producto/1001722,La Comer,Oscar Mayer Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,71.99,4.2,68,2025-11-18T16:20:48.480371,2025-11-18T16:20:48.480371
MX1001723,750746133278,Wonder Pan de Caja Blanco 680g,Wonder,Panadería,Pan de Caja Blanco,680g,44.76,52.7,15.1,MXN,True,0,https://cdn.grocery-store.mx/products/1001723.jpg,https://www.bodegaaurrera.com.mx/producto/1001723,Chedraui,Wonder Pan de Caja Blanco 680g - Producto de alta calidad para tu hogar,44.76,3.5,262,2025-11-18T16:20:48.480379,2025-11-18T16:20:48.480379
MX1001724,750495657624,Wonder Pan Tostado 270g,Wonder,Panadería,Pan Tostado,270g,32.01,32.01,0,MXN,True,0,https://cdn.grocery-store.mx/products/1001724.jpg,https://www.lacomer.com.mx/producto/1001724,Comercial Mexicana,Wonder Pan Tostado 270g - Producto de alta calidad para tu hogar,32.01,4.2,260,2025-11-18T16:20:48.480386,2025-11-18T16:20:48.480386
MX1001725,750512218650,San Rafael Jamón de Pavo 200g,San Rafael,Carnes y Embutidos,Jamón de Pavo,200g,49.69,49.69,0,MXN,True,366,https://cdn.grocery-store.mx/products/1001725.jpg,https://www.heb.com.mx/producto/1001725,Comercial Mexicana,San Rafael Jamón de Pavo 200g - Producto de alta calidad para tu hogar,49.69,4.2,72,2025-11-18T16:20:48.480392,2025-11-18T16:20:48.480393
MX1001726,750138366563,Takis Galletas Saladas 200g,Takis,Botanas y Snacks,Galletas Saladas,200g,26.53,26.53,0,MXN,True,384,https://cdn.grocery-store.mx/products/1001726.jpg,https://www.soriana.com.mx/producto/1001726,Bodega Aurrera,Takis Galletas Saladas 200g - Producto de alta calidad para tu hogar,26.53,3.6,173,2025-11-18T16:20:48.480400,2025-11-18T16:20:48.480400
MX1001727,750288661913,Oroweat Pan de Caja Integral 680g,Oroweat,Panadería,Pan de Caja Integral,680g,43.23,43.23,0,MXN,True,0,https://cdn.grocery-store.mx/products/1001727.jpg,https://www.walmart.com.mx/producto/1001727,Soriana,Oroweat Pan de Caja Integral 680g - Producto de alta calidad para tu hogar,43.23,5.0,249,2025-11-18T16:20:48.480409,2025-11-18T16:20:48.480410
MX1001728,750117139005,Clemente Jacques Harina de Maíz 1kg,Clemente Jacques,Despensa,Harina de Maíz,1kg,27.57,27.57,0,MXN,True,145,https://cdn.grocery-store.mx/products/1001728.jpg,https://www.comercialmexicana.com.mx/producto/1001728,HEB,Clemente Jacques Harina de Maíz 1kg - Producto de alta calidad para tu hogar,27.57,3.9,226,2025-11-18T16:20:48.480416,2025-11-18T16:20:48.480417
MX1001729,750851498351,Lala Yogurt Bebible 240ml,Lala,Lácteos,Yogurt Bebible,240ml,13.56,14.37,5.6,MXN,True,117,https://cdn.grocery-store.mx/products/1001729.jpg,https://www.bodegaaurrera.com.mx/producto/1001729,Bodega Aurrera,Lala Yogurt Bebible 240ml - Producto de alta calidad para tu hogar,13.56,3.6,186,2025-11-18T16:20:48.480428,2025-11-18T16:20:48.480429
MX1001730,750200427694,Jarritos Jugo de Mango 1L,Jarritos,Bebidas,Jugo de Mango,1L,35.82,39.79,10.0,MXN,False,172,https://cdn.grocery-store.mx/products/1001730.jpg,https://www.bodegaaurrera.com.mx/producto/1001730,Soriana,Jarritos Jugo de Mango 1L - Producto de alta calidad para tu hogar,35.82,3.6,231,2025-11-18T16:20:48.480436,2025-11-18T16:20:48.480436
MX1001731,750212553995,Fabuloso Jabón Líquido para Trastes 500ml,Fabuloso,Limpieza,Jabón Líquido para Trastes,500ml,34.23,34.23,0,MXN,True,391,https://cdn.grocery-store.mx/products/1001731.jpg,https://www.comercialmexicana.com.mx/producto/1001731,Bodega Aurrera,Fabuloso Jabón Líquido para Trastes 500ml - Producto de alta calidad para tu hogar,34.23,4.0,64,2025-11-18T16:20:48.480444,2025-11-18T16:20:48.480445
MX1001732,750709633479,Barilla Salsa Verde 210g,Barilla,Despensa,Salsa Verde,210g,17.48,17.48,0,MXN,True,132,https://cdn.grocery-store.mx/products/1001732.jpg,https://www.bodegaaurrera.com.mx/producto/1001732,Bodega Aurrera,Barilla Salsa Verde 210g - Producto de alta calidad para tu hogar,17.48,4.9,389,2025-11-18T16:20:48.480455,2025-11-18T16:20:48.480456
MX1001733,750379623854,Philadelphia Queso Panela 400g,Philadelphia,Lácteos,Queso Panela,400g,64.57,64.57,0,MXN,True,10,https://cdn.grocery-store.mx/products/1001733.jpg,https://www.chedraui.com.mx/producto/1001733,Walmart,Philadelphia Queso Panela 400g - Producto de alta calidad para tu hogar,64.57,4.2,240,2025-11-18T16:20:48.480473,2025-11-18T16:20:48.480476
MX1001734,750379082497,Jarritos Bebida Deportiva 500ml,Jarritos,Bebidas,Bebida Deportiva,500ml,18.54,18.54,0,MXN,True,33,https://cdn.grocery-store.mx/products/1001734.jpg,https://www.comercialmexicana.com.mx/producto/1001734,La Comer,Jarritos Bebida Deportiva 500ml - Producto de alta calidad para tu hogar,18.54,4.3,84,2025-11-18T16:20:48.480528,2025-11-18T16:20:48.480531
MX1001735,750375473783,Oscar Mayer Pechuga de Pavo 250g,Oscar Mayer,Carnes y Embutidos,Pechuga de Pavo,250g,87.18,102.67,15.1,MXN,True,156,https://cdn.grocery-store.mx/products/1001735.jpg,https://www.soriana.com.mx/producto/1001735,La Comer,Oscar Mayer Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,87.18,4.5,136,2025-11-18T16:20:48.480547,2025-11-18T16:20:48.480548
MX1001736,750109313229,Yoplait Leche Entera 1L,Yoplait,Lácteos,Leche Entera,1L,25.26,25.26,0,MXN,False,305,https://cdn.grocery-store.mx/products/1001736.jpg,https://www.bodegaaurrera.com.mx/producto/1001736,La Comer,Yoplait Leche Entera 1L - Producto de alta calidad para tu hogar,25.26,4.6,223,2025-11-18T16:20:48.480561,2025-11-18T16:20:48.480562
MX1001737,750439384609,Campofrio Salami 200g,Campofrio,Carnes y Embutidos,Salami,200g,55.17,55.17,0,MXN,True,196,https://cdn.grocery-store.mx/products/1001737.jpg,https://www.heb.com.mx/producto/1001737,Comercial Mexicana,Campofrio Salami 200g - Producto de alta calidad para tu hogar,55.17,4.9,414,2025-11-18T16:20:48.480577,2025-11-18T16:20:48.480579
MX1001738,750305759435,Dove Shampoo 400ml,Dove,Higiene Personal,Shampoo,400ml,53.5,53.5,0,MXN,True,125,https://cdn.grocery-store.mx/products/1001738.jpg,https://www.walmart.com.mx/producto/1001738,Walmart,Dove Shampoo 400ml - Producto de alta calidad para tu hogar,53.5,4.6,1,2025-11-18T16:20:48.480592,2025-11-18T16:20:48.480593
MX1001739,750521000381,Head & Shoulders Shampoo 400ml,Head & Shoulders,Higiene Personal,Shampoo,400ml,68.14,68.14,0,MXN,True,305,https://cdn.grocery-store.mx/products/1001739.jpg,https://www.heb.com.mx/producto/1001739,Comercial Mexicana,Head & Shoulders Shampoo 400ml - Producto de alta calidad para tu hogar,68.14,4.7,183,2025-11-18T16:20:48.480607,2025-11-18T16:20:48.480609
MX1001740,750413596006,Yakult Queso Oaxaca 400g,Yakult,Lácteos,Queso Oaxaca,400g,62.87,62.87,0,MXN,True,63,https://cdn.grocery-store.mx/products/1001740.jpg,https://www.bodegaaurrera.com.mx/producto/1001740,Soriana,Yakult Queso Oaxaca 400g - Producto de alta calidad para tu hogar,62.87,4.8,259,2025-11-18T16:20:48.480626,2025-11-18T16:20:48.480628
MX1001741,750160309487,FUD Salami 200g,FUD,Carnes y Embutidos,Salami,200g,45.78,45.78,0,MXN,False,45,https://cdn.grocery-store.mx/products/1001741.jpg,https://www.bodegaaurrera.com.mx/producto/1001741,Soriana,FUD Salami 200g - Producto de alta calidad para tu hogar,45.78,3.9,64,2025-11-18T16:20:48.480643,2025-11-18T16:20:48.480644
MX1001742,750637267635,McCormick Helado 1L,McCormick,Congelados,Helado,1L,90.75,90.75,0,MXN,True,0,https://cdn.grocery-store.mx/products/1001742.jpg,https://www.bodegaaurrera.com.mx/producto/1001742,Comercial Mexicana,McCormick Helado 1L - Producto de alta calidad para tu hogar,90.75,3.9,42,2025-11-18T16:20:48.480654,2025-11-18T16:20:48.480656
MX1001743,750484354746,Sabritas Galletas Saladas 200g,Sabritas,Botanas y Snacks,Galletas Saladas,200g,21.93,21.93,0,MXN,True,487,https://cdn.grocery-store.mx/products/1001743.jpg,https://www.lacomer.com.mx/producto/1001743,La Comer,Sabritas Galletas Saladas 200g - Producto de alta calidad para tu hogar,21.93,4.1,425,2025-11-18T16:20:48.480670,2025-11-18T16:20:48.480671
MX1001744,750735318504,All-Bran Hojuelas de Avena 400g,All-Bran,Cereales,Hojuelas de Avena,400g,58.97,58.97,0,MXN,True,288,https://cdn.grocery-store.mx/products/1001744.jpg,https://www.soriana.com.mx/producto/1001744,La Comer,All-Bran Hojuelas de Avena 400g - Producto de alta calidad para tu hogar,58.97,4.9,455,2025-11-18T16:20:48.480684,2025-11-18T16:20:48.480685
MX1001745,750854616195,Knorr Pasta Espagueti 200g,Knorr,Despensa,Pasta Espagueti,200g,12.97,12.97,0,MXN,False,0,https://cdn.grocery-store.mx/products/1001745.jpg,https://www.heb.com.mx/producto/1001745,Bodega Aurrera,Knorr Pasta Espagueti 200g - Producto de alta calidad para tu hogar,12.97,4.9,54,2025-11-18T16:20:48.480695,2025-11-18T16:20:48.480696
MX1001746,750940895291,Boing Agua Natural 600ml,Boing,Bebidas,Agua Natural,600ml,8.23,8.23,0,MXN,False,172,https://cdn.grocery-store.mx/products/1001746.jpg,https://www.walmart.com.mx/producto/1001746,La Comer,Boing Agua Natural 600ml - Producto de alta calidad para tu hogar,8.23,4.2,284,2025-11-18T16:20:48.480704,2025-11-18T16:20:48.480704
MX1001747,750793472014,Ajax Limpiador de Pisos 1L,Ajax,Limpieza,Limpiador de Pisos,1L,25.22,25.22,0,MXN,True,52,https://cdn.grocery-store.mx/products/1001747.jpg,https://www.bodegaaurrera.com.mx/producto/1001747,Chedraui,Ajax Limpiador de Pisos 1L - Producto de alta calidad para tu hogar,25.22,4.0,94,2025-11-18T16:20:48.480712,2025-11-18T16:20:48.480713
MX1001748,750896372302,KIR Pechuga de Pavo 250g,KIR,Carnes y Embutidos,Pechuga de Pavo,250g,84.8,106.72,20.5,MXN,True,13,https://cdn.grocery-store.mx/products/1001748.jpg,https://www.chedraui.com.mx/producto/1001748,HEB,KIR Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,84.8,4.5,153,2025-11-18T16:20:48.480726,2025-11-18T16:20:48.480728
MX1001749,750423980171,Ariel Suavizante de Ropa 1L,Ariel,Limpieza,Suavizante de Ropa,1L,39.29,41.93,6.3,MXN,True,284,https://cdn.grocery-store.mx/products/1001749.jpg,https://www.walmart.com.mx/producto/1001749,Chedraui,Ariel Suavizante de Ropa 1L - Producto de alta calidad para tu hogar,39.29,4.2,137,2025-11-18T16:20:48.480738,2025-11-18T16:20:48.480739
MX1001750,750980648953,Oscar Mayer Pechuga de Pavo 250g,Oscar Mayer,Carnes y Embutidos,Pechuga de Pavo,250g,90.76,90.76,0,MXN,False,262,https://cdn.grocery-store.mx/products/1001750.jpg,https://www.lacomer.com.mx/producto/1001750,Chedraui,Oscar Mayer Pechuga de Pavo 250g - Producto de alta calidad para tu hogar,90.76,4.8,325,2025-11-18T16:20:48.480750,2025-11-18T16:20:48.480752
MX1001751,750908495707,Axe Papel Higiénico 4 rollos,Axe,Higiene Personal,Papel Higiénico,4 rollos,40.56,40.56,0,MXN,True,0,https://cdn.grocery-store.mx/products/1001751.jpg,https://www.heb.com.mx/producto/1001751,Chedraui,Axe Papel Higiénico 4 rollos - Producto de alta calidad para tu hogar,40.56,4.2,246,2025-11-18T16:20:48.480763,2025-11-18T16:20:48.480763
MX1001752,750291760824,Fud Crema Ácida 200ml,Fud,Lácteos,Crema Ácida,200ml,24.97,31.02,19.5,MXN,True,339,https://cdn.grocery-store.mx/products/1001752.jpg,https://www.bodegaaurrera.com.mx/producto/1001752,Comercial Mexicana,Fud Crema Ácida 200ml - Producto de alta calidad para tu hogar,24.97,4.1,389,2025-11-18T16:20:48.480773,2025-11-18T16:20:48.480774
MX1001753,750593814694,Palmolive Papel Higiénico 4 rollos,Palmolive,Higiene Personal,Papel Higiénico,4 rollos,39.66,39.66,0,MXN,False,340,https://cdn.grocery-store.mx/products/1001753.jpg,https://www.comercialmexicana.com.mx/producto/1001753,Soriana,Palmolive Papel Higiénico 4 rollos - Producto de alta calidad para tu hogar,39.66,4.8,372,2025-11-18T16:20:48.480788,2025-11-18T16:20:48.480790
